Title,Company,Location,Category,Created,Description,URL
AI Intern- Software Engineering,Maximus,"Flushing, Queens",IT Jobs,2025-03-15T01:38:42Z,"Description & Requirements Position Overview : We are seeking a highly motivated AI Intern to join our team. The ideal candidate will have a strong background in data analysis, proficiency in programming languages, and experience with AI technologies. This role offers the opportunity to work on real world projects, collaborate with industry experts, and contribute to the development of innovative AI solutions. Essential Duties and Responsibilities: - Work on IT assignments of moderate difficult…",https://www.adzuna.com/land/ad/5094722412?se=kDYS_6wQ8BGvcpUxT3cHCQ&utm_medium=api&utm_source=17ef27d3&v=0CF225C3FD237011E86BBD4442EDC750B3B14BCF
AI Intern- Software Engineering,Maximus,"New York City, New York",IT Jobs,2025-03-15T01:38:44Z,"Description & Requirements Position Overview : We are seeking a highly motivated AI Intern to join our team. The ideal candidate will have a strong background in data analysis, proficiency in programming languages, and experience with AI technologies. This role offers the opportunity to work on real world projects, collaborate with industry experts, and contribute to the development of innovative AI solutions. Essential Duties and Responsibilities: - Work on IT assignments of moderate difficult…",https://www.adzuna.com/land/ad/5094722661?se=kDYS_6wQ8BGvcpUxT3cHCQ&utm_medium=api&utm_source=17ef27d3&v=861175FABBCD8FC448E181A672D98A62B205C81D
AI Intern- Software Engineering,Maximus,"Jersey City, Hudson County",IT Jobs,2025-03-15T01:38:44Z,"Description & Requirements Position Overview : We are seeking a highly motivated AI Intern to join our team. The ideal candidate will have a strong background in data analysis, proficiency in programming languages, and experience with AI technologies. This role offers the opportunity to work on real world projects, collaborate with industry experts, and contribute to the development of innovative AI solutions. Essential Duties and Responsibilities: - Work on IT assignments of moderate difficult…",https://www.adzuna.com/land/ad/5094722653?se=kDYS_6wQ8BGvcpUxT3cHCQ&utm_medium=api&utm_source=17ef27d3&v=C6F1371A2000461F7A9B2AB9669D4E5BDA21649F
Political Consulting Intern,Elevation Strategies,"Manhattan, New York City","PR, Advertising & Marketing Jobs",2024-11-13T12:35:26Z,"Are you looking for an internship opportunity that will give you a deep understanding of New York City Politics, and help you start your political career? If so, the Elevation Strategies Political Consulting Internship is for you Elevation Strategies is a minority owned up and coming political firm that supports progressive candidates in New York City. We offer technical support to candidates in all five boroughs and in every level of local government through social media, field voter outreach,…",https://www.adzuna.com/details/4937759055?utm_medium=api&utm_source=17ef27d3
Product Manager Intern,Kinetik,"Queens, New York City",IT Jobs,2025-03-31T22:25:52Z,"Kinetik is a high-growth healthcare technology company reshaping the severely fragmented healthcare transportation industry. We equip health insurances, brokers, and providers with our suite of products and solutions that are proven to increase efficiency, transparency, and interoperability. About the Product Manager Intern Role: We are seeking a driven and analytical Product Manager Intern to join our product team this summer. As a Product Manager Intern, this person will have the opportunity …",https://www.adzuna.com/details/5120685618?utm_medium=api&utm_source=17ef27d3
Political Consulting Internship,"The Advance Group, Inc.","Bronx, New York City",Admin Jobs,2025-03-25T13:26:52Z,"The Advance Group’s internship program is a unique opportunity to learn about consulting and political campaigns from the ground up. Interns who prove themselves through their work at The Advance Group will have the opportunity to interact directly with clients and will gain invaluable experience and long-term relationships in the business. Our interns have gone on to work for elected officials, think tanks, the media and government agencies. For those that are able to participate in person, we…",https://www.adzuna.com/land/ad/5110703153?se=4onfCa0Q8BGcNnilB7aCew&utm_medium=api&utm_source=17ef27d3&v=02083A24B6C3A1EB75E57E9DACA85B89DBC25510
Political Consulting Internship,"The Advance Group, Inc.","New York City, New York",Admin Jobs,2025-03-18T08:09:11Z,"The Advance Group’s internship program is a unique opportunity to learn about consulting and political campaigns from the ground up. Interns who prove themselves through their work at The Advance Group will have the opportunity to interact directly with clients and will gain invaluable experience and long-term relationships in the business. Our interns have gone on to work for elected officials, think tanks, the media and government agencies. For those that are able to participate in person, we…",https://www.adzuna.com/land/ad/5098703354?se=4onfCa0Q8BGcNnilB7aCew&utm_medium=api&utm_source=17ef27d3&v=35F6E80202E07B882B0D336EB75A557C74EDFC8D
Political Consulting Internship,"The Advance Group, Inc.","Jersey City, Hudson County",Admin Jobs,2024-03-22T16:54:04Z,"The Advance Group’s internship program is a unique opportunity to learn about consulting and political campaigns from the ground up. Interns who prove themselves through their work at The Advance Group will have the opportunity to interact directly with clients and will gain invaluable experience and long-term relationships in the business. Our interns have gone on to work for elected officials, think tanks, the media and government agencies. For those that are able to participate in person, we…",https://www.adzuna.com/land/ad/4620620794?se=4onfCa0Q8BGcNnilB7aCew&utm_medium=api&utm_source=17ef27d3&v=66B4B3E7642826E6907D038F6572169B49DD47D4
2025 Summer Internship - Software Developer (DV Energy),DV Trading,"New York City, New York",IT Jobs,2025-03-24T13:29:34Z,"Job Description Job Description About Us : Founded more than 15 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 450 people operating throughout North America and in Europe. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedgin…",https://www.adzuna.com/land/ad/5108975353?se=4onfCa0Q8BGcNnilB7aCew&utm_medium=api&utm_source=17ef27d3&v=B4CA6A78CC534E7481A13CE75819A756D0D823B4
Market Access Consulting Internship,Precision Medicine Group,"Grand Central, Manhattan",Consultancy Jobs,2025-01-26T17:02:34Z,"Market Access Consulting Internship at Precision Medicine Group (View all jobs) New York, NY, USA Precision AQ is an award-winning global healthcare market access consultancy. We provide our clients with unified health economics and outcomes research, global pricing, access strategy and analytics, payer and physician pull-through, and data management. We provide powerful strategic thinking and research skills to positively impact payer and purchaser decision-making, which allows organizations t…",https://www.adzuna.com/land/ad/5024997138?se=4onfCa0Q8BGcNnilB7aCew&utm_medium=api&utm_source=17ef27d3&v=12007A561E1004322F8FCA04322A06670991C6DC
Credit Product - Research Internship - Summer 2025,CME Group,"New York City, New York",Accounting & Finance Jobs,2025-04-01T19:18:17Z,"CME Group is currently looking for a Credit Product - Research Intern This candidate will assist the Credit Product team with analyzing credit documentation, presenting video conference instructions on credit system access for credit staff and creating documentation on potential system improvements. Principal Accountabilities: Review Credit Risk Paper and understand CMEG risk systems and ensure correctness Reformat and suggest more consumable content for presentation to senior management Gain l…",https://www.adzuna.com/land/ad/5123016846?se=4onfCa0Q8BGcNnilB7aCew&utm_medium=api&utm_source=17ef27d3&v=B5933346B6036E93722D21AF71791CE59BB539A1
Production Internship,Gradient Experience,"Chelsea and Clinton, Manhattan","PR, Advertising & Marketing Jobs",2024-09-28T10:38:08Z,"The Company: NYC based Experiential Marketing Agency is seeking the perfect fit for our team. We are fast paced, creatively led, high-end experiential marketing firm with clients in the spirits, fashion, film and luxury industries. The Opportunity: Gradient is in search of a US based Production Intern starting in April to work alongside our Production Team - the team that manages and executes all of our in real life activations and events. These positions are paid $1,500 per month and ideal for…",https://www.adzuna.com/details/4880388037?utm_medium=api&utm_source=17ef27d3
Product Designer Internship,Ramp,"New York City, New York",IT Jobs,2025-01-25T06:23:15Z,"About Ramp Ramp is a financial operations platform designed to save businesses time and money. Combining corporate cards with expense management, bill payments, vendor management, accounting automation, and more, Ramp's all-in-one solution frees finance teams to do the best work of their lives. More than 30,000 companies, from family-owned farms to e-commerce giants to space startups, have saved $1B and 10M hours with Ramp. Founded in 2019, Ramp powers the fastest-growing corporate card and bil…",https://www.adzuna.com/details/5023872684?utm_medium=api&utm_source=17ef27d3
Software Engineer - Internship,SeatGeek,"New York City, New York",IT Jobs,2025-03-26T00:51:05Z,"SeatGeek believes live events are powerful experiences that unite humans. With our technological savvy and fan-first attitude we’re simplifying and modernizing the ticketing industry. By catering to both consumers and enterprises, we’re powering a new, open entertainment ecosystem where fans have effortless access to experiences, and teams, venues, and shows have seamless access to their audiences. Because everyone should expect more from ticketing. Open roles for interns We are looking for the…",https://www.adzuna.com/details/5111672489?utm_medium=api&utm_source=17ef27d3
Software Engineer - Internship,SeatGeek,"Grand Central, Manhattan",IT Jobs,2025-03-23T11:35:51Z,"SeatGeek believes live events are powerful experiences that unite humans. With our technological savvy and fan-first attitude we're simplifying and modernizing the ticketing industry. By catering to both consumers and enterprises, we're powering a new, open entertainment ecosystem where fans have effortless access to experiences, and teams, venues, and shows have seamless access to their audiences. Because everyone should expect more from ticketing. Open roles for interns We are looking for the…",https://www.adzuna.com/details/5107842091?utm_medium=api&utm_source=17ef27d3
Paid internship Business Advisory,Mind Friend,"New York City, New York",Consultancy Jobs,2025-03-22T07:04:11Z,"Website: https://mindfriendpro.com/ linkedin : https://www.linkedin.com/company/mindfriendpro About Mind Friend At Mind Friend Pro, we specialize in bridging the gap between psychological expertise and business needs. Our company was founded on the belief that understanding human behavior is key to resolving business challenges. We provide businesses with access to a diverse pool of psychologists who are experts in various fields such as conflict resolution, HR, negotiation, and more. Our goal …",https://www.adzuna.com/details/5106245715?utm_medium=api&utm_source=17ef27d3
Business Consulting Internship in Bali,EX Venture,"Prince, Manhattan",Consultancy Jobs,2025-04-02T09:51:23Z,"Location : Bali, Indonesia Internship Title : Business Consulting Intern Headline : ""Transform Your Future in Bali Join Us as a Business Consulting Intern at EX Venture Academy "" Description : Are you ready to embark on a journey that will elevate your career while soaking in Bali's breathtaking beauty? EX Venture Academy is thrilled to offer a unique Business Consulting Internship that blends hands-on experience with the stunning cultural backdrop of Indonesia. This 4 to 6-month unpaid interns…",https://www.adzuna.com/details/5124227902?utm_medium=api&utm_source=17ef27d3
Business Consulting Internship in Bali,EX Venture Inc.,"New York City, New York",Consultancy Jobs,2025-03-26T18:55:45Z,"Location : Bali, Indonesia Internship Title : Business Consulting Intern Headline : ""Transform Your Future in Bali Join Us as a Business Consulting Intern at EX Venture Academy "" Description : Are you ready to embark on a journey that will elevate your career while soaking in Bali's breathtaking beauty? EX Venture Academy is thrilled to offer a unique Business Consulting Internship that blends hands-on experience with the stunning cultural backdrop of Indonesia. This 4 to 6-month unpaid interns…",https://www.adzuna.com/details/5112756096?utm_medium=api&utm_source=17ef27d3
Media Production Summer Internship,Marquee Brands,"Chelsea and Clinton, Manhattan",Creative & Design Jobs,2025-03-23T21:54:30Z,"Media Production Summer Internship – New York, NY (Hybrid) Marquee Brands Marquee owns and manages a portfolio of established global brands across consumer products and channels from luxury goods to sports and active apparel. Marquee’s team of professionals is focused on a commitment to drive organic growth through natural brand extensions, impactful marketing and direct consumer engagement. Our promise is to ensure our brands continue their storied success through relevant product, expanded re…",https://www.adzuna.com/details/5108244566?utm_medium=api&utm_source=17ef27d3
Summer Internship - Product Development,Mutual of America Financial Group,"Franklin D Roosevelt, Manhattan",Customer Services Jobs,2025-03-24T00:03:46Z,"Mutual of America Financial Group Job Title: Summer Internship Program – Product Development Location: New York, NY Start Date: Monday June 23, 2025 End Date: Friday August 1, 2025 Who We Are: At Mutual of America Financial Group, we help people build the assets they need to achieve greater financial security. Our Company is built upon a solid foundation of integrity, excellence, and social responsibility. We were founded in 1945 to provide small and mid-sized nonprofit organizations with pensi…",https://www.adzuna.com/details/5108313021?utm_medium=api&utm_source=17ef27d3
Startup Software Developer Internship,Zenly,"New York City, New York",IT Jobs,2024-08-07T08:24:39Z,"ABOUT US Zenly is a real estate tech startup, where you can watch video tours of apartments and rent online without a broker. We are providing transparency and making the apartment renting experience more Zen For more information, see www.zenly.com JOB DESCRIPTION We're looking for an ambitious student to join as a summer intern (with the possibility to start in the spring and continue through the fall). Intern will work closely with the company founders and receive real-world experience in dev…",https://www.adzuna.com/details/4814637732?utm_medium=api&utm_source=17ef27d3
Software Engineer Internship | Frontend,RAMP,"Grand Central, Manhattan",IT Jobs,2025-03-04T15:59:48Z,"About Ramp Ramp is a financial operations platform designed to save businesses time and money. Combining corporate cards with expense management, bill payments, vendor management, accounting automation, and more, Ramp's all-in-one solution frees finance teams to do the best work of their lives. More than 30,000 companies, from family-owned farms to e-commerce giants to space startups, have saved $1B and 10M hours with Ramp. Founded in 2019, Ramp powers the fastest-growing corporate card and bil…",https://www.adzuna.com/details/5075635801?utm_medium=api&utm_source=17ef27d3
Software Engineer Internship | Frontend,Ramp,"New York City, New York",IT Jobs,2024-08-07T08:29:48Z,"About Ramp Ramp is a financial operations platform designed to save businesses time and money. Combining corporate cards with expense management, bill payments, vendor management, accounting automation, and more, Ramp's all-in-one solution frees finance teams to do the best work of their lives. More than 30,000 companies, from family-owned farms to e-commerce giants to space startups, have saved $1B and 10M hours with Ramp. Founded in 2019, Ramp powers the fastest-growing corporate card and bil…",https://www.adzuna.com/details/4814663851?utm_medium=api&utm_source=17ef27d3
Software Engineer Internship | Backend,Ramp,"New York City, New York",IT Jobs,2025-03-18T22:22:44Z,"About Ramp Ramp is a financial operations platform designed to save businesses time and money. Combining corporate cards with expense management, bill payments, vendor management, accounting automation, and more, Ramp's all-in-one solution frees finance teams to do the best work of their lives. More than 30,000 companies, from family-owned farms to e-commerce giants to space startups, have saved $1B and 10M hours with Ramp. Founded in 2019, Ramp powers the fastest-growing corporate card and bil…",https://www.adzuna.com/details/5100170325?utm_medium=api&utm_source=17ef27d3
Summer 2025 Internship - Creative Production,Rag & Bone,"New York City, New York",Creative & Design Jobs,2025-02-03T16:48:24Z,"Summer 2025 Internship – Creative Production About rag & bone From our origins in New York in 2002, rag & bone was founded on a belief of uncompromising ideals: a commitment to doing things the right way, not the easy way. To making things that are as original as they are timeless. To being true to ourselves, even when that truth sets us apart from the mainstream. We still believe in the same principles we started with: the easy elegance of classic British tailoring, the authenticity of America…",https://www.adzuna.com/details/5035664142?utm_medium=api&utm_source=17ef27d3
Paid Production Internship (Summer 2025),Loveshackfancy,"Prince, Manhattan",Creative & Design Jobs,2025-04-02T02:23:47Z,"Internship Description ABOUT LOVESHACKFANCY LoveShackFancy began in 2013 with a beach-to-ballroom hand-dyed halter dress that founder and creative director Rebecca Hessel Cohen made for her bridal party. Over time, that one article of clothing, created to celebrate love, has turned into a world filled with all things romantic, dreamy and drenched in optimism — from clothing to tabletop, bedding, swim, ski, travel accessories, shoes and more. ROLE OVERVIEW We are looking for college students int…",https://www.adzuna.com/details/5123644586?utm_medium=api&utm_source=17ef27d3
Summer 2025 Internship - Creative Production,Rag & Bone,"Upper East Side, Manhattan",Creative & Design Jobs,2025-02-07T13:09:58Z,"Summer 2025 Internship – Creative Production About rag & bone From our origins in New York in 2002, rag & bone was founded on a belief of uncompromising ideals: a commitment to doing things the right way, not the easy way. To making things that are as original as they are timeless. To being true to ourselves, even when that truth sets us apart from the mainstream. We still believe in the same principles we started with: the easy elegance of classic British tailoring, the authenticity of America…",https://www.adzuna.com/details/5041708574?utm_medium=api&utm_source=17ef27d3
Software Engineer Internship (Summer 2025),Tandem,"New York City, New York",Engineering Jobs,2024-09-10T06:53:44Z,"Why you should join us Tandem is a generational opportunity to rethink how we bring new therapies to market, and our path to doing so is significantly de-risked – we have: Exponential organic growth: We have product-market fit and are growing rapidly through word-of-mouth. Tandem supports thousands of patients every week and is doubling physician user count every month. We will reach millions by 2025. An AI-first business model: Our approach is distinctly enabled by AI, but our business will ge…",https://www.adzuna.com/details/4858818762?utm_medium=api&utm_source=17ef27d3
Software Engineering Internship (Summer 2025),Moab,"New York City, New York",IT Jobs,2025-02-06T09:24:50Z,"About the company Moab is a seed stage company founded by early employees of Ramp and Uber. We're funded by a top Bay Area venture firm and a leading industry-focused venture firm. Moab is building heavy equipment rental and dealer management software with the aim to automate all aspects of running these businesses - including managing inventory, orders, billing, service, repair, dispatch, and accounting. The equipment dealer and rental market is an integral part of the multi-trillion dollar co…",https://www.adzuna.com/details/5039902973?utm_medium=api&utm_source=17ef27d3
The Apollo Theater Academy Theater Production Internship,"Apollo Theater Foundation, Inc.","New York City, New York",Healthcare & Nursing Jobs,2025-03-31T21:54:58Z,"The Apollo Theater Academy Theater Production Internship provides high school students with opportunities for professional and personal development as they explore careers in Technical Theater Production. Interns learn how to apply technical elements of theater such as audio engineering, lighting design, production design/ carpentry and videography, to live and recorded stage productions. Over six (6) weeks, interns are trained by and assigned to work with members of The Apollo’s production cre…",https://www.adzuna.com/details/5120639634?utm_medium=api&utm_source=17ef27d3
"Summer 2025 Internship - Product Development, Footwear & Accessories",Rag & Bone,"New York City, New York",Accounting & Finance Jobs,2025-02-04T20:04:53Z,"Summer 2025 Internship – Product Development, Footwear & Accessories About rag & bone From our origins in New York in 2002, rag & bone was founded on a belief of uncompromising ideals: a commitment to doing things the right way, not the easy way. To making things that are as original as they are timeless. To being true to ourselves, even when that truth sets us apart from the mainstream. We still believe in the same principles we started with: the easy elegance of classic British tailoring, the…",https://www.adzuna.com/details/5037912937?utm_medium=api&utm_source=17ef27d3
"Summer 2025 Internship - Product Development, Footwear & Accessories",Rag & Bone,"Upper East Side, Manhattan",Accounting & Finance Jobs,2025-02-07T07:21:49Z,"Summer 2025 Internship – Product Development, Footwear & Accessories About rag & bone From our origins in New York in 2002, rag & bone was founded on a belief of uncompromising ideals: a commitment to doing things the right way, not the easy way. To making things that are as original as they are timeless. To being true to ourselves, even when that truth sets us apart from the mainstream. We still believe in the same principles we started with: the easy elegance of classic British tailoring, the…",https://www.adzuna.com/details/5041151169?utm_medium=api&utm_source=17ef27d3
2025 Summer Internship - Software Developer (DV Energy),DV Trading,"New York City, New York",IT Jobs,2024-08-31T06:02:28Z,"About Us : Founded more than 15 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 450 people operating throughout North America and in Europe. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedging opportunities to commodity pro…",https://www.adzuna.com/details/4845954956?utm_medium=api&utm_source=17ef27d3
Production/Product Development Intern - Summer 2025 Internship Program,Centric Brands,"Gramercy Park and Murray Hill, Manhattan","PR, Advertising & Marketing Jobs",2024-11-26T11:03:41Z,"SUMMER 202 5 INTERNSHIP PROGRAM Centric Brands is a leading global lifestyle brand collective, managing a portfolio of 100 licensed and owned brands. With unparalleled expertise in product design, development, sourcing, retail and digital commerce, marketing, and brand building, Centric Brands creates and markets high-quality products across categories, including kids, men’s and women’s apparel, accessories, beauty, sports and entertainment. The Company’s products are available through leading …",https://www.adzuna.com/details/4951844230?utm_medium=api&utm_source=17ef27d3
"Sr Product Manager - Technical, External Services MBA [Internship]",Amazon,"Grand Central, Manhattan",Engineering Jobs,2024-11-21T15:45:34Z,"Description Amazon Web Services (AWS) internships are full-time (40 hours/week) for 12 consecutive weeks during summer. By applying to this position, your application will be considered for all locations we hire for in the United States. The primary role of a Product Manager Technical Products, External Services MBA (PMT-ES MBA) within Amazon Web Services is to assume end-to-end product ownership over one of our technical product offerings. PMT-ES are expected to dive deep into the technology b…",https://www.adzuna.com/details/4947090697?utm_medium=api&utm_source=17ef27d3
S&P Global is hiring: Product Design Internship in New York,S&P Global,"New York City, New York",IT Jobs,2025-03-27T15:25:54Z,"Kensho is S&P Global's hub for AI innovation and transformation. With expertise in Machine Learning and data discovery, we develop and deploy novel solutions for S&P Global and its customers worldwide. Our solutions help businesses harness the power of data and Artificial Intelligence to innovate and drive progress. Kensho's solutions and research focus on speech recognition, entity linking, document extraction, automated database linking, text classification, natural language processing, and m…",https://www.adzuna.com/details/5114431558?utm_medium=api&utm_source=17ef27d3
Product Regulatory & Environmental Affairs Intern (Undergraduate 2025 Summer Internship),LG Electronics,"Englewood Cliffs, Bergen County",Scientific & QA Jobs,2025-03-21T21:40:43Z,"Step into the innovative world of LG Electronics. As a global leader in technology, LG Electronics is dedicated to creating innovative solutions for a better life. Our brand promise, 'Life's Good', embodies our commitment to ensuring a happier life for all. We have a rich history spanning over six decades and a global presence in over 290 locations. Our diverse portfolio includes Home Appliance Solutions, Media Entertainment Solutions, Vehicle Solutions, and Eco Solutions. Our management philos…",https://www.adzuna.com/details/5105529412?utm_medium=api&utm_source=17ef27d3
"Campus Undergraduate - 2025 US Consumer Services Product Development Summer Internship New York, NY",American Express,"Grand Central, Manhattan",Retail Jobs,2025-04-03T11:02:48Z,"Description You Lead the Way. We've Got Your Back. With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you'll learn and grow as we help you create a career journey that's unique and meaningful to you with benefits, programs, and flexibility that support you personally and professio…",https://www.adzuna.com/details/5126463907?utm_medium=api&utm_source=17ef27d3
Apparel Production Intern,Los Angeles Apparel,"Los Angeles, Los Angeles County",Creative & Design Jobs,2025-03-13T11:51:11Z,"Job Description Job Description Looking for an intern to support planning, sourcing, and production development. Responsibilities include sample organization, material sourcing, client and subcontractor coordination, and measurement and quality control routines. Your Job: • Use of Google Workspace (Docs, Drive, Sheets) along with Microsoft Office and basic Adobe products. • Bill of Materials (BOM) management. • Coordination of sample and production manufacturing among in-house and subcontractin…",https://www.adzuna.com/land/ad/5091641414?se=QNQ0Fq0Q8BGsyQr5bSZXLA&utm_medium=api&utm_source=17ef27d3&v=BA27A72C2167083CCE77781205953274A8DA843E
Intern - IT Software Engineering,Maximus,"Rancho Cordova, Sacramento County",IT Jobs,2025-02-07T20:01:38Z,"Since 1975, Maximus has operated under its founding mission of Helping Government Serve the People, enabling citizens around the globe to successfully engage with their governments at all levels and across a variety of health and human services programs. Maximus delivers innovative business process management and technology solutions that contribute to improved outcomes for citizens and higher levels of productivity, accuracy, accountability and efficiency of government-sponsored programs. With…",https://www.adzuna.com/land/ad/5042088710?se=QiQBG60Q8BGvcpUxT3cHCQ&utm_medium=api&utm_source=17ef27d3&v=3AFFE9003957F80A87976AFF8DC236CB8217A183
AI Intern- Software Engineering,Maximus,"Sacramento, Sacramento County",IT Jobs,2025-03-15T01:37:12Z,"Description & Requirements Position Overview : We are seeking a highly motivated AI Intern to join our team. The ideal candidate will have a strong background in data analysis, proficiency in programming languages, and experience with AI technologies. This role offers the opportunity to work on real world projects, collaborate with industry experts, and contribute to the development of innovative AI solutions. Essential Duties and Responsibilities: - Work on IT assignments of moderate difficult…",https://www.adzuna.com/land/ad/5094721642?se=QiQBG60Q8BGvcpUxT3cHCQ&utm_medium=api&utm_source=17ef27d3&v=A513AF7312086B08CBBAAA969C43A36774C75116
AI Intern- Software Engineering,Maximus,"Merced, Merced County",IT Jobs,2025-03-31T19:13:57Z,"Description & Requirements Position Overview : We are seeking a highly motivated AI Intern to join our team. The ideal candidate will have a strong background in data analysis, proficiency in programming languages, and experience with AI technologies. This role offers the opportunity to work on real world projects, collaborate with industry experts, and contribute to the development of innovative AI solutions. Essential Duties and Responsibilities: - Work on IT assignments of moderate difficult…",https://www.adzuna.com/land/ad/5120483700?se=QiQBG60Q8BGvcpUxT3cHCQ&utm_medium=api&utm_source=17ef27d3&v=9374C54548F652780B0EB68194C08F6D87732735
